currency_daily_BTC_CNY (1)
timestamp,open (CNY),high (CNY),low (CNY),close (CNY),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2021-11-30,367601.39062500,376513.59887500,355508.18687500,362347.93800000,57776.25000000,59176.99000000,55875.55000000,56950.56000000,49161.05194000,49161.05194000
2021-11-29,364411.48762500,374534.73412500,360541.68787500,367601.39062500,57274.89000000,58865.97000000,56666.67000000,57776.25000000,40125.28009000,40125.28009000
2021-11-28,348133.54037500,365494.13062500,338845.37200000,364411.42400000,54716.47000000,57445.05000000,53256.64000000,57274.88000000,36163.71370000,36163.71370000
2021-11-27,341817.16850000,351719.00000000,341093.62500000,348162.55337500,53723.72000000,55280.00000000,53610.00000000,54721.03000000,29716.99957000,29716.99957000
2021-11-26,375135.35412500,376341.87500000,340393.75000000,341835.04712500,58960.37000000,59150.00000000,53500.00000000,53726.53000000,65927.87066000,65927.87066000
2021-11-25,363542.37012500,377925.50125000,362662.50000000,375135.29050000,57138.29000000,59398.90000000,57000.00000000,58960.36000000,42153.51522000,42153.51522000
2021-11-24,366106.26675000,367338.93750000,355262.91250000,363542.37012500,57541.26000000,57735.00000000,55837.00000000,57138.29000000,39612.04964000,39612.04964000
2021-11-23,357851.36837500,369088.56137500,351954.41250000,366106.33037500,56243.83000000,58009.99000000,55317.00000000,57541.27000000,49917.85017000,49917.85017000
2021-11-22,372955.11625000,378212.45000000,353818.62500000,357872.68275000,58617.70000000,59444.00000000,55610.00000000,56247.18000000,51724.32047000,51724.32047000
2021-11-21,379889.09600000,381939.34800000,372121.31062500,372982.60225000,59707.52000000,60029.76000000,58486.65000000,58622.02000000,31902.22785000,31902.22785000
2021-11-20,369388.29875000,380763.81250000,364908.46250000,379889.03237500,58057.10000000,59845.00000000,57353.00000000,59707.51000000,33811.59010000,33811.59010000
2021-11-19,361972.93225000,371061.00000000,353755.00000000,369357.37700000,56891.62000000,58320.00000000,55600.00000000,58052.24000000,50715.88726000,50715.88726000
2021-11-18,383944.17175000,387959.80000000,359317.47925000,361972.93225000,60344.86000000,60976.00000000,56474.26000000,56891.62000000,62146.99931000,62146.99931000
2021-11-17,382124.56037500,387095.96337500,371398.21250000,383944.23537500,60058.87000000,60840.23000000,58373.00000000,60344.87000000,46289.38491000,46289.38491000
2021-11-16,404697.81962500,404765.13487500,372677.52037500,382124.56037500,63606.73000000,63617.31000000,58574.07000000,60058.87000000,77455.15609000,77455.15609000
2021-11-15,416865.33737500,422481.57975000,403382.50000000,404697.88325000,65519.11000000,66401.82000000,63400.00000000,63606.74000000,37829.37124000,37829.37124000
2021-11-14,409617.81362500,417065.11987500,404504.01787500,416865.27375000,64380.01000000,65550.51000000,63576.27000000,65519.10000000,25705.07347000,25705.07347000
2021-11-13,407977.62475000,413562.50000000,403129.39975000,409617.75000000,64122.22000000,65000.00000000,63360.22000000,64380.00000000,22504.97383000,22504.97383000
2021-11-12,412126.16562500,416430.07875000,396243.77500000,407977.68837500,64774.25000000,65450.70000000,62278.00000000,64122.23000000,44490.10816000,44490.10816000
2021-11-11,412814.39725000,417380.44537500,407836.25000000,412126.22925000,64882.42000000,65600.07000000,64100.00000000,64774.26000000,37237.98058000,37237.98058000
2021-11-10,425954.55037500,439012.50000000,399710.70125000,412814.46087500,66947.67000000,69000.00000000,62822.90000000,64882.43000000,65171.50404600,65171.50404600
2021-11-09,429633.02975000,435985.54062500,421340.02000000,425954.48675000,67525.82000000,68524.25000000,66222.40000000,66947.66000000,44661.37806800,44661.37806800
2021-11-08,402578.15275000,431307.51250000,402578.15275000,429633.09337500,63273.58000000,67789.00000000,63273.58000000,67525.83000000,54442.09455400,54442.09455400
2021-11-07,391106.81975000,402659.40187500,390166.18775000,402578.21637500,61470.62000000,63286.35000000,61322.78000000,63273.59000000,25515.68830000,25515.68830000
2021-11-06,387731.89525000,391678.61762500,382068.12500000,391106.75612500,60940.18000000,61560.49000000,60050.00000000,61470.61000000,25590.57408000,25590.57408000
2021-11-05,390625.75112500,398265.26850000,386337.36250000,387712.42600000,61395.01000000,62595.72000000,60721.00000000,60937.12000000,31604.48749000,31604.48749000
2021-11-04,400178.91762500,401386.64737500,386057.47612500,390625.75112500,62896.49000000,63086.31000000,60677.01000000,61395.01000000,35930.93314000,35930.93314000
2021-11-03,402240.87662500,404018.75000000,384185.31050000,400178.85400000,63220.57000000,63500.00000000,60382.76000000,62896.48000000,43336.09049000,43336.09049000
2021-11-02,387547.00100000,408917.87500000,385724.52650000,402237.18637500,60911.12000000,64270.00000000,60624.68000000,63219.99000000,46368.28410000,46368.28410000
2021-11-01,390020.04112500,397260.12075000,377964.31250000,387546.93737500,61299.81000000,62437.74000000,59405.00000000,60911.11000000,44687.66672000,44687.66672000
2021-10-31,393579.09637500,397053.72125000,381402.35300000,390019.97750000,61859.19000000,62405.30000000,59945.36000000,61299.80000000,39267.63794000,39267.63794000
2021-10-30,396089.16625000,396760.72812500,386031.96250000,393579.09637500,62253.70000000,62359.25000000,60673.00000000,61859.19000000,31478.12566000,31478.12566000
2021-10-29,385414.16375000,400710.25000000,382862.22862500,396089.22987500,60575.90000000,62980.00000000,60174.81000000,62253.71000000,43973.90414000,43973.90414000
2021-10-28,371655.51200000,397649.88750000,367879.75000000,385414.10012500,58413.44000000,62499.00000000,57820.00000000,60575.89000000,61056.35301000,61056.35301000
2021-10-27,383842.05362500,391268.30000000,369025.00000000,371655.51200000,60328.81000000,61496.00000000,58000.00000000,58413.44000000,62124.49016000,62124.49016000
2021-10-26,401338.73775000,402704.76650000,380589.16187500,383842.05362500,63078.78000000,63293.48000000,59817.55000000,60328.81000000,40217.50083000,40217.50083000
2021-10-25,387172.24975000,405358.88337500,385885.62500000,401338.73775000,60852.22000000,63710.63000000,60650.00000000,63078.78000000,36853.83806000,36853.83806000
2021-10-24,389936.94687500,391293.75000000,378636.38337500,387172.24975000,61286.75000000,61500.00000000,59510.63000000,60852.22000000,31226.57676000,31226.57676000
2021-10-23,386128.86337500,392869.35950000,378964.17937500,389936.94687500,60688.23000000,61747.64000000,59562.15000000,61286.75000000,27626.93678000,27626.93678000
2021-10-22,395703.91687500,405497.33137500,381750.00000000,386128.79975000,62193.15000000,63732.39000000,60000.00000000,60688.22000000,52119.35886000,52119.35886000
2021-10-21,419933.90750000,423995.34575000,394475.00000000,395703.91687500,66001.40000000,66639.74000000,62000.00000000,62193.15000000,68538.64537000,68538.64537000
2021-10-20,408985.25387500,426287.50000000,403900.40750000,419933.97112500,64280.59000000,67000.00000000,63481.40000000,66001.41000000,51428.93485600,51428.93485600
2021-10-19,394510.63000000,410292.17500000,390162.62475000,408985.25387500,62005.60000000,64486.00000000,61322.22000000,64280.59000000,53628.10774400,53628.10774400
2021-10-18,391473.93600000,398901.90025000,380760.31312500,394537.60700000,61528.32000000,62695.78000000,59844.45000000,62009.84000000,51798.44844000,51798.44844000
2021-10-17,387320.81412500,392683.25637500,375152.08750000,391473.99962500,60875.57000000,61718.39000000,58963.00000000,61528.33000000,39099.24124000,39099.24124000
2021-10-16,392390.77225000,396882.69725000,382704.37500000,387320.81412500,61672.42000000,62378.42000000,60150.00000000,60875.57000000,35467.88096000,35467.88096000
2021-10-15,364876.26825000,400411.21250000,361708.12500000,392390.77225000,57347.94000000,62933.00000000,56850.00000000,61672.42000000,82512.90802200,82512.90802200
2021-10-14,365021.90587500,372413.28575000,361504.84312500,364876.26825000,57370.83000000,58532.54000000,56818.05000000,57347.94000000,43053.33678100,43053.33678100
2021-10-13,356280.33987500,367606.16250000,344638.74637500,364997.53750000,55996.91000000,57777.00000000,54167.19000000,57367.00000000,55808.44492000,55808.44492000
2021-10-12,365661.46437500,366989.00000000,342805.13750000,356280.46712500,57471.35000000,57680.00000000,53879.00000000,55996.93000000,53471.28550000,53471.28550000
2021-10-11,347767.95112500,368000.89200000,346215.81925000,365661.46437500,54659.01000000,57839.04000000,54415.06000000,57471.35000000,52933.16575100,52933.16575100
2021-10-10,349617.59350000,359871.33487500,344084.00000000,347767.88750000,54949.72000000,56561.31000000,54080.00000000,54659.00000000,89237.83612800,89237.83612800
2021-10-09,343292.95037500,353048.76250000,341422.37537500,349617.59350000,53955.67000000,55489.00000000,53661.67000000,54949.72000000,55177.08013000,55177.08013000
2021-10-08,342208.46225000,356936.25000000,341142.04362500,343265.97337500,53785.22000000,56100.00000000,53617.61000000,53951.43000000,46160.25785000,46160.25785000
2021-10-07,351941.68750000,352051.82237500,339483.91250000,342208.46225000,55315.00000000,55332.31000000,53357.00000000,53785.22000000,54917.37766000,54917.37766000
2021-10-06,327490.53637500,354709.37500000,320558.08362500,351941.68750000,51471.99000000,55750.00000000,50382.41000000,55315.00000000,79877.54518100,79877.54518100
2021-10-05,313193.61712500,330126.58375000,311905.02000000,327490.53637500,49224.93000000,51886.30000000,49022.40000000,51471.99000000,52125.66793000,52125.66793000
2021-10-04,306672.56362500,315173.56350000,298343.98750000,313193.68075000,48200.01000000,49536.12000000,46891.00000000,49224.94000000,46796.49372000,46796.49372000
2021-10-03,303076.98762500,313213.65900000,299597.40000000,306672.56362500,47634.89000000,49228.08000000,47088.00000000,48200.01000000,30825.05601000,30825.05601000
2021-10-02,306300.93000000,307541.55387500,301774.52025000,303077.05125000,48141.60000000,48336.59000000,47430.18000000,47634.90000000,30508.98131000,30508.98131000
2021-10-01,278804.81362500,308549.43750000,275388.27837500,306300.99362500,43820.01000000,48495.00000000,43283.03000000,48141.61000000,66244.87492000,66244.87492000
2021-09-30,264198.29512500,280849.46662500,263472.20662500,278830.83625000,41524.29000000,44141.37000000,41410.17000000,43824.10000000,46381.22781000,46381.22781000
2021-09-29,261021.62612500,270978.87500000,259296.56150000,264198.23150000,41025.01000000,42590.00000000,40753.88000000,41524.28000000,33511.53487000,33511.53487000
2021-09-28,268162.51437500,272234.70525000,260149.90000000,261031.36075000,42147.35000000,42787.38000000,40888.00000000,41026.54000000,43372.26240000,43372.26240000
2021-09-27,274611.22625000,282176.87500000,267848.52500000,268162.51437500,43160.90000000,44350.00000000,42098.00000000,42147.35000000,39776.84383000,39776.84383000
2021-09-26,271491.88337500,279631.87500000,259271.87500000,274611.22625000,42670.63000000,43950.00000000,40750.00000000,43160.90000000,49879.99765000,49879.99765000
2021-09-25,272382.31525000,273376.51950000,264974.45650000,271491.94700000,42810.58000000,42966.84000000,41646.28000000,42670.64000000,33594.57189000,33594.57189000
2021-09-24,285455.21675000,287585.00000000,258794.68750000,272382.25162500,44865.26000000,45200.00000000,40675.00000000,42810.57000000,84113.42629200,84113.42629200
2021-09-23,277063.77912500,286172.52500000,274027.08512500,285455.21675000,43546.37000000,44978.00000000,43069.09000000,44865.26000000,48699.57655000,48699.57655000
2021-09-22,259170.64762500,279953.49937500,258097.29387500,277046.21862500,40734.09000000,44000.55000000,40565.39000000,43543.61000000,58349.05542000,58349.05542000
2021-09-21,273693.37200000,277653.13750000,251955.00000000,259172.49275000,43016.64000000,43639.00000000,39600.00000000,40734.38000000,84534.08048500,84534.08048500
2021-09-20,300575.63437500,301246.87812500,270406.25000000,273686.88225000,47241.75000000,47347.25000000,42500.00000000,43015.62000000,78003.52444300,78003.52444300
2021-09-19,307262.62187500,307772.13087500,297950.65775000,300575.63437500,48292.75000000,48372.83000000,46829.18000000,47241.75000000,29847.24349000,29847.24349000
2021-09-18,300946.12275000,310764.86000000,299263.75050000,307262.55825000,47299.98000000,48843.20000000,47035.56000000,48292.74000000,30906.47038000,30906.47038000
2021-09-17,303731.81612500,306354.37500000,297125.95050000,300946.12275000,47737.81000000,48150.00000000,46699.56000000,47299.98000000,34461.92776000,34461.92776000
2021-09-16,306172.40750000,308943.91250000,299171.74875000,303731.87975000,48121.40000000,48557.00000000,47021.10000000,47737.82000000,40725.08895000,40725.08895000
2021-09-15,299694.61900000,308581.25000000,297016.26100000,306172.47112500,47103.28000000,48500.00000000,46682.32000000,48121.41000000,43204.71174000,43204.71174000
2021-09-14,285935.33100000,300628.12500000,283732.12450000,299747.04600000,44940.72000000,47250.00000000,44594.44000000,47111.52000000,44855.85099000,44855.85099000
2021-09-13,292835.52587500,298274.00000000,275941.62500000,285935.39462500,46025.23000000,46880.00000000,43370.00000000,44940.73000000,65429.15056000,65429.15056000
2021-09-12,287417.53900000,295601.75000000,284671.35675000,292835.58950000,45173.68000000,46460.00000000,44742.06000000,46025.24000000,32094.28052000,32094.28052000
2021-09-11,285308.49750000,292598.20462500,284545.12475000,287417.60262500,44842.20000000,45987.93000000,44722.22000000,45173.69000000,30440.40810000,30440.40810000
2021-09-10,295189.07825000,299247.46250000,280791.69512500,285363.91487500,46395.14000000,47033.00000000,44132.29000000,44850.91000000,49048.26618000,49048.26618000
2021-09-09,292982.37237500,301582.30912500,289576.97150000,295189.07825000,46048.31000000,47399.97000000,45513.08000000,46395.14000000,50651.66002000,50651.66002000
2021-09-08,298201.27662500,301207.04887500,282571.47725000,292982.37237500,46868.57000000,47340.99000000,44412.02000000,46048.31000000,65069.31520000,65069.31520000
2021-09-07,335088.69750000,336703.50000000,272588.90562500,298170.48212500,52666.20000000,52920.00000000,42843.05000000,46863.73000000,123048.80271900,123048.80271900
2021-09-06,329303.14900000,335812.75000000,324292.36212500,335074.06375000,51756.88000000,52780.00000000,50969.33000000,52663.90000000,49249.66708100,49249.66708100
2021-09-05,317600.34825000,330213.75000000,314625.62500000,329303.14900000,49917.54000000,51900.00000000,49450.00000000,51756.88000000,40544.83587300,40544.83587300
2021-09-04,318112.27500000,321533.32762500,314116.62500000,317588.25950000,49998.00000000,50535.69000000,49370.00000000,49915.64000000,34664.65959000,34664.65959000
2021-09-03,313331.68337500,324487.50000000,307415.89450000,318119.52825000,49246.63000000,51000.00000000,48316.84000000,49999.14000000,59025.64415700,59025.64415700
2021-09-02,310556.86987500,320988.95212500,309116.08175000,313331.74700000,48810.51000000,50450.13000000,48584.06000000,49246.64000000,54410.77053800,54410.77053800
2021-09-01,299679.41262500,312755.05000000,295932.60000000,310556.93350000,47100.89000000,49156.00000000,46512.00000000,48810.52000000,49904.65528000,49904.65528000
2021-08-31,298928.76487500,306965.87487500,297128.75000000,299679.41262500,46982.91000000,48246.11000000,46700.00000000,47100.89000000,48645.52737000,48645.52737000
2021-08-30,310285.38200000,311053.78112500,298102.21250000,298928.76487500,48767.84000000,48888.61000000,46853.00000000,46982.91000000,40288.35083000,40288.35083000
2021-08-29,311096.66437500,315785.31787500,303889.16075000,310285.31837500,48895.35000000,49632.27000000,47762.54000000,48767.83000000,32652.28347300,32652.28347300
2021-08-28,312207.23875000,313664.88750000,307607.02400000,311096.66437500,49069.90000000,49299.00000000,48346.88000000,48895.35000000,26681.06378600,26681.06378600
2021-08-27,298044.05925000,312716.42962500,294889.15000000,312207.23875000,46843.86000000,49149.93000000,46348.00000000,49069.90000000,42068.10496500,42068.10496500
2021-08-26,311592.74850000,314007.44450000,294265.62500000,298044.12287500,48973.32000000,49352.84000000,46250.00000000,46843.87000000,49371.27777400,49371.27777400
2021-08-25,303325.88862500,313444.10875000,299840.95650000,311592.74850000,47674.01000000,49264.30000000,47126.28000000,48973.32000000,44655.83034200,44655.83034200
2021-08-24,314872.80812500,317234.25000000,302855.00000000,303325.88862500,49488.85000000,49860.00000000,47600.00000000,47674.01000000,51014.59474800,51014.59474800
2021-08-23,313284.53725000,321306.25000000,311947.01250000,314872.80812500,49239.22000000,50500.00000000,49029.00000000,49488.85000000,52462.54195400,52462.54195400
2021-08-22,310629.21150000,314943.75000000,305718.12500000,313284.53725000,48821.88000000,49500.00000000,48050.00000000,49239.22000000,37007.88779500,37007.88779500
2021-08-21,313814.21537500,316579.16700000,306812.47500000,310629.14787500,49322.47000000,49757.04000000,48222.00000000,48821.87000000,46745.13658400,46745.13658400
2021-08-20,297514.44475000,314199.27387500,296638.77387500,313814.21537500,46760.62000000,49382.99000000,46622.99000000,49322.47000000,56850.35222800,56850.35222800
2021-08-19,284399.74162500,299247.46250000,279489.99125000,297514.44475000,44699.37000000,47033.00000000,43927.70000000,46760.62000000,53411.75392000,53411.75392000
2021-08-18,284377.98187500,292675.00000000,281243.36900000,284437.40762500,44695.95000000,46000.00000000,44203.28000000,44705.29000000,54099.41598500,54099.41598500
2021-08-17,292047.02125000,300055.50000000,282342.30000000,284377.98187500,45901.30000000,47160.00000000,44376.00000000,44695.95000000,57039.34162900,57039.34162900
2021-08-16,298870.92975000,305742.49337500,290511.75000000,292046.95762500,46973.82000000,48053.83000000,45660.00000000,45901.29000000,52480.57401400,52480.57401400
2021-08-15,299473.33125000,301406.06787500,289493.75000000,298870.92975000,47068.50000000,47372.27000000,45500.00000000,46973.82000000,42110.71133400,42110.71133400
2021-08-14,304127.43637500,306316.20000000,292490.67837500,299473.39487500,47799.99000000,48144.00000000,45971.03000000,47068.51000000,46114.35902200,46114.35902200
2021-08-13,282495.38175000,304674.67500000,281333.14387500,304127.50000000,44400.06000000,47886.00000000,44217.39000000,47800.00000000,48239.37043100,48239.37043100
2021-08-12,289561.63787500,294062.78850000,278486.62500000,282488.63750000,45510.67000000,46218.12000000,43770.00000000,44399.00000000,55266.10878100,55266.10878100
2021-08-11,290034.56250000,297405.32787500,288483.00325000,289563.73750000,45585.00000000,46743.47000000,45341.14000000,45511.00000000,52734.90197700,52734.90197700
2021-08-10,294258.43537500,297128.75000000,283700.43925000,290034.49887500,46248.87000000,46700.00000000,44589.46000000,45584.99000000,53814.64342100,53814.64342100
2021-08-09,278641.61550000,295564.52937500,272181.38750000,294287.25750000,43794.36000000,46454.15000000,42779.00000000,46253.40000000,74587.88484500,74587.88484500
2021-08-08,283592.78575000,288284.87500000,275248.11250000,278641.67912500,44572.54000000,45310.00000000,43261.00000000,43794.37000000,69329.09269800,69329.09269800
2021-08-07,272549.58537500,284403.75000000,270065.28362500,283592.78575000,42836.87000000,44700.00000000,42446.41000000,44572.54000000,73396.74080800,73396.74080800
2021-08-06,259987.40175000,276084.33587500,253570.18425000,272549.58537500,40862.46000000,43392.43000000,39853.86000000,42836.87000000,75753.94134700,75753.94134700
2021-08-05,252738.66912500,263089.37500000,237529.30375000,259987.40175000,39723.17000000,41350.00000000,37332.70000000,40862.46000000,84343.75562100,84343.75562100
2021-08-04,243092.29200000,254306.96175000,238648.21300000,252738.73275000,38207.04000000,39969.66000000,37508.56000000,39723.18000000,52329.35243000,52329.35243000
2021-08-03,249071.89675000,253100.25000000,239497.41587500,243092.35562500,39146.86000000,39780.00000000,37642.03000000,38207.05000000,57117.43585300,57117.43585300
2021-08-02,253547.34287500,257554.06362500,246165.12500000,249078.00475000,39850.27000000,40480.01000000,38690.00000000,39147.82000000,50837.35195400,50837.35195400
2021-08-01,263800.95700000,271036.13750000,250822.53862500,253516.61200000,41461.84000000,42599.00000000,39422.01000000,39845.44000000,53953.18632600,53953.18632600
2021-07-31,268537.96550000,270075.40000000,260863.45437500,263800.89337500,42206.36000000,42448.00000000,41000.15000000,41461.83000000,44849.79101200,44849.79101200
2021-07-30,254617.64262500,269240.06737500,243767.92587500,268538.02912500,40018.49000000,42316.71000000,38313.23000000,42206.37000000,73602.78480500,73602.78480500
2021-07-29,254624.51412500,258572.00000000,249410.00000000,254604.85400000,40019.57000000,40640.00000000,39200.00000000,40016.48000000,53998.43928300,53998.43928300
2021-07-28,251042.68112500,260226.25000000,246686.85000000,254624.45050000,39456.61000000,40900.00000000,38772.00000000,40019.56000000,101344.52844100,101344.52844100
2021-07-27,236947.96212500,251589.85612500,231486.83750000,251050.69787500,37241.33000000,39542.61000000,36383.00000000,39457.87000000,88397.26701500,88397.26701500
2021-07-26,225111.73975000,257999.37500000,223996.77525000,236924.23000000,35381.02000000,40550.00000000,35205.78000000,37237.60000000,152452.51272400,152452.51272400
2021-07-25,217988.85737500,225219.77500000,215377.75100000,225111.73975000,34261.51000000,35398.00000000,33851.12000000,35381.02000000,47852.92831300,47852.92831300
2021-07-24,213996.96125000,219506.25000000,212514.75325000,217967.41575000,33634.10000000,34500.00000000,33401.14000000,34258.14000000,47977.55013800,47977.55013800
2021-07-23,205429.72775000,214098.12500000,203118.48600000,213996.89762500,32287.58000000,33650.00000000,31924.32000000,33634.09000000,50112.86362600,50112.86362600
2021-07-22,204519.44487500,207362.46437500,201742.15000000,205431.31837500,32144.51000000,32591.35000000,31708.00000000,32287.83000000,46148.09243300,46148.09243300
2021-07-21,189541.03825000,209059.02500000,187583.10612500,204519.44487500,29790.34000000,32858.00000000,29482.61000000,32144.51000000,82796.26512800,82796.26512800
2021-07-20,196217.27312500,197638.78287500,186281.27500000,189541.10187500,30839.65000000,31063.07000000,29278.00000000,29790.35000000,61034.04901700,61034.04901700
2021-07-19,202191.15162500,202957.38750000,193467.33700000,196217.27312500,31778.57000000,31899.00000000,30407.44000000,30839.65000000,47340.46849900,47340.46849900
2021-07-18,200546.44537500,206367.68750000,197930.82162500,202191.08800000,31520.07000000,32435.00000000,31108.97000000,31778.56000000,35923.71618600,35923.71618600
2021-07-17,199679.80925000,203319.54100000,198282.92237500,200546.44537500,31383.86000000,31955.92000000,31164.31000000,31520.07000000,34012.24213200,34012.24213200
2021-07-16,202801.44262500,205185.40775000,197364.75000000,199679.87287500,31874.49000000,32249.18000000,31020.00000000,31383.87000000,48499.86415400,48499.86415400
2021-07-15,208817.44087500,211141.15312500,198083.71250000,202836.50000000,32820.03000000,33185.25000000,31133.00000000,31880.00000000,51639.57635300,51639.57635300
2021-07-14,208239.02600000,210688.01587500,200736.87500000,208817.37725000,32729.12000000,33114.03000000,31550.00000000,32820.02000000,46777.82348400,46777.82348400
2021-07-13,210515.65575000,212125.75000000,204886.81562500,208243.16162500,33086.94000000,33340.00000000,32202.25000000,32729.77000000,41126.36100800,41126.36100800
2021-07-12,217972.88750000,220641.51087500,207788.68825000,210513.68337500,34259.00000000,34678.43000000,32658.34000000,33086.63000000,48181.40376200,48181.40376200
2021-07-11,213162.01037500,220562.42500000,211912.41537500,217972.82387500,33502.87000000,34666.00000000,33306.47000000,34258.99000000,31572.64744800,31572.64744800
2021-07-10,215153.09112500,217991.97500000,209992.91275000,213162.01037500,33815.81000000,34262.00000000,33004.78000000,33502.87000000,34761.17546800,34761.17546800
2021-07-09,209171.70487500,216961.25000000,205261.05787500,215153.09112500,32875.71000000,34100.00000000,32261.07000000,33815.81000000,47153.93989900,47153.93989900
2021-07-08,215447.67487500,215877.33450000,204089.91250000,209171.70487500,33862.11000000,33929.64000000,32077.00000000,32875.71000000,70136.48032000,70136.48032000
2021-07-07,217724.87725000,223063.46012500,214911.06162500,215447.73850000,34220.02000000,35059.09000000,33777.77000000,33862.12000000,53807.52167500,53807.52167500
2021-07-06,214353.57937500,223443.87400000,213347.35000000,217724.81362500,33690.15000000,35118.88000000,33532.00000000,34220.01000000,58210.59634900,58210.59634900
2021-07-05,224520.72712500,224556.67525000,210761.31187500,214353.51575000,35288.13000000,35293.78000000,33125.55000000,33690.14000000,64123.87424500,64123.87424500
2021-07-04,220582.27600000,228845.44562500,218597.36687500,224510.41987500,34669.12000000,35967.85000000,34357.15000000,35286.51000000,43703.47578900,43703.47578900
2021-07-03,214966.86075000,222341.44362500,211977.69462500,220582.33962500,33786.54000000,34945.61000000,33316.73000000,34669.13000000,43044.57864100,43044.57864100
2021-07-02,213158.57462500,216178.91700000,208047.38750000,214966.92437500,33502.33000000,33977.04000000,32699.00000000,33786.55000000,56172.18137800,56172.18137800
2021-07-01,222973.81250000,223053.78912500,208123.73750000,213173.59012500,35045.00000000,35057.57000000,32711.00000000,33504.69000000,71708.26611200,71708.26611200
2021-06-30,228488.31850000,229686.25000000,216436.66187500,222973.81250000,35911.72000000,36100.00000000,34017.55000000,35045.00000000,77152.19763400,77152.19763400
2021-06-29,219473.73762500,232867.50000000,217759.29837500,228488.38212500,34494.89000000,36600.00000000,34225.43000000,35911.73000000,90788.79622000,90788.79622000
2021-06-28,220794.59262500,224581.67987500,215451.55600000,219473.73762500,34702.49000000,35297.71000000,33862.72000000,34494.89000000,82222.26781900,82222.26781900
2021-06-27,205404.72312500,221090.51250000,203431.07562500,220780.91325000,32283.65000000,34749.00000000,31973.45000000,34700.34000000,96613.24421100,96613.24421100
2021-06-26,200902.87262500,208244.62500000,191835.73750000,205404.72312500,31576.09000000,32730.00000000,30151.00000000,32283.65000000,107820.37528700,107820.37528700
2021-06-25,220543.84650000,225868.75000000,198987.18750000,200956.06312500,34663.08000000,35500.00000000,31275.00000000,31584.45000000,116061.13035600,116061.13035600
2021-06-24,214257.63287500,224583.52500000,205423.30162500,220543.91012500,33675.07000000,35298.00000000,32286.57000000,34663.09000000,86625.80426000,86625.80426000
2021-06-23,206842.07550000,221930.36250000,201583.08750000,214276.72037500,32509.56000000,34881.00000000,31683.00000000,33678.07000000,126966.10056300,126966.10056300
2021-06-22,201144.83850000,211863.48775000,183271.81250000,206842.07550000,31614.12000000,33298.78000000,28805.00000000,32509.56000000,204208.17976200,204208.17976200
2021-06-21,226506.08162500,227459.37500000,198835.95087500,201111.81712500,35600.17000000,35750.00000000,31251.23000000,31608.93000000,168778.87315900,168778.87315900
2021-06-20,225765.16850000,229926.24350000,212100.30000000,226506.01800000,35483.72000000,36137.72000000,33336.00000000,35600.16000000,89878.17085000,89878.17085000
2021-06-19,227907.80400000,231957.66250000,221437.39600000,225765.16850000,35820.48000000,36457.00000000,34803.52000000,35483.72000000,68712.44946100,68712.44946100
2021-06-18,242366.52162500,243065.56950000,223510.10762500,227903.73200000,38092.97000000,38202.84000000,35129.29000000,35819.84000000,95228.04293500,95228.04293500
2021-06-17,243995.51250000,251699.73650000,237734.81250000,242366.52162500,38349.00000000,39559.88000000,37365.00000000,38092.97000000,79541.30711900,79541.30711900
2021-06-16,255414.92750000,257853.92825000,242513.11362500,243995.57612500,40143.80000000,40527.14000000,38116.01000000,38349.01000000,87771.97693700,87771.97693700
2021-06-15,257784.83150000,262962.12500000,251359.47000000,255416.45450000,40516.28000000,41330.00000000,39506.40000000,40144.04000000,80679.62283800,80679.62283800
2021-06-14,248268.31300000,261270.01812500,246419.62500000,257784.89512500,39020.56000000,41064.05000000,38730.00000000,40516.29000000,108522.39194900,108522.39194900
2021-06-13,226162.18850000,250555.25000000,221141.41250000,248268.37662500,35546.12000000,39380.00000000,34757.00000000,39020.57000000,86921.02555500,86921.02555500
