currency_daily_BTC_CNY (1)
timestamp,open (CNY),high (CNY),low (CNY),close (CNY),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2022-01-29,239971.67662500,246360.70825000,237120.44950000,242836.51950000,37716.57000000,38720.74000000,37268.44000000,38166.84000000,26129.49682000,26129.49682000
2022-01-28,236431.19987500,241775.00000000,230036.25112500,239971.61300000,37160.11000000,38000.00000000,36155.01000000,37716.56000000,42154.26956000,42154.26956000
2022-01-27,234186.06450000,236904.31537500,225913.35112500,236431.13625000,36807.24000000,37234.47000000,35507.01000000,37160.10000000,53020.87934000,53020.87934000
2022-01-26,235147.31100000,247628.37275000,230542.83337500,234199.42575000,36958.32000000,38919.98000000,36234.63000000,36809.34000000,69830.16036000,69830.16036000
2022-01-25,233251.47687500,238880.95325000,227147.61250000,235147.31100000,36660.35000000,37545.14000000,35701.00000000,36958.32000000,49232.40183000,49232.40183000
2022-01-24,230605.94937500,238911.87500000,209435.49412500,233251.47687500,36244.55000000,37550.00000000,32917.17000000,36660.35000000,91904.75321100,91904.75321100
2022-01-23,223141.90975000,232224.88750000,220148.92612500,230605.94937500,35071.42000000,36499.00000000,34601.01000000,36244.55000000,44279.52354000,44279.52354000
2022-01-22,231883.28487500,234364.08725000,216375.90000000,223141.90975000,36445.31000000,36835.22000000,34008.00000000,35071.42000000,90471.33896100,90471.33896100
2022-01-21,258832.35350000,261498.75000000,225489.86312500,231883.28487500,40680.92000000,41100.00000000,35440.45000000,36445.31000000,88860.89199900,88860.89199900
2022-01-20,265061.75000000,276800.56250000,258020.43487500,258832.28987500,41660.00000000,43505.00000000,40553.31000000,40680.91000000,42330.33953000,42330.33953000
2022-01-19,269465.36350000,270782.46462500,261744.08800000,265061.81362500,42352.12000000,42559.13000000,41138.56000000,41660.01000000,31685.72159000,31685.72159000
2022-01-18,268507.87087500,271621.48750000,262453.12500000,269465.36350000,42201.63000000,42691.00000000,41250.00000000,42352.12000000,29324.08257000,29324.08257000
2022-01-17,274043.43675000,274708.44525000,264300.92225000,268507.80725000,43071.66000000,43176.18000000,41540.42000000,42201.62000000,27562.08613000,27562.08613000
2022-01-16,274123.79512500,276609.68750000,270926.63887500,274043.43675000,43084.29000000,43475.00000000,42581.79000000,43071.66000000,20602.35271000,20602.35271000
2022-01-15,273968.99550000,278677.50000000,270756.18750000,274123.79512500,43059.96000000,43800.00000000,42555.00000000,43084.29000000,21936.05616000,21936.05616000
2022-01-14,270777.50187500,276442.86275000,265481.35687500,273968.99550000,42558.35000000,43448.78000000,41725.95000000,43059.96000000,32640.88292000,32640.88292000
2022-01-13,279330.61062500,283131.25000000,269205.13725000,270788.69987500,43902.65000000,44500.00000000,42311.22000000,42560.11000000,34910.87762000,34910.87762000
2022-01-12,271865.10762500,281998.72500000,270088.12500000,279330.67425000,42729.29000000,44322.00000000,42450.00000000,43902.66000000,33943.29280000,33943.29280000
2022-01-11,266095.59262500,274223.75000000,262573.56712500,271865.10762500,41822.49000000,43100.00000000,41268.93000000,42729.29000000,37296.43729000,37296.43729000
2022-01-10,266363.64475000,268806.08125000,252273.12500000,266095.59262500,41864.62000000,42248.50000000,39650.00000000,41822.49000000,50729.17019000,50729.17019000
2022-01-09,265187.34575000,272230.37875000,262135.12725000,266363.64475000,41679.74000000,42786.70000000,41200.02000000,41864.62000000,22724.39426000,22724.39426000
2022-01-08,264466.72900000,269133.75000000,257687.61250000,265187.34575000,41566.48000000,42300.00000000,40501.00000000,41679.74000000,32952.73111000,32952.73111000
2022-01-07,274111.13375000,274515.34337500,258381.12500000,264466.72900000,43082.30000000,43145.83000000,40610.00000000,41566.48000000,54836.50818000,54836.50818000
2022-01-06,276457.87825000,278779.30000000,269964.56525000,274111.19737500,43451.14000000,43816.00000000,42430.58000000,43082.31000000,38880.37305000,38880.37305000
2022-01-05,291606.16362500,299482.87500000,270406.25000000,276457.81462500,45832.01000000,47070.00000000,42500.00000000,43451.13000000,51784.11857000,51784.11857000
2022-01-04,295513.31125000,302584.84825000,289493.75000000,291606.16362500,46446.10000000,47557.54000000,45500.00000000,45832.01000000,35491.41360000,35491.41360000
2022-01-03,300858.32025000,302664.12500000,290740.80000000,295513.31125000,47286.18000000,47570.00000000,45696.00000000,46446.10000000,27662.07710000,27662.07710000
2022-01-02,303635.42425000,305336.37500000,296836.07500000,300858.32025000,47722.66000000,47990.00000000,46654.00000000,47286.18000000,18340.46040000,18340.46040000
2022-01-01,294055.21712500,305111.33337500,294000.75412500,303635.36062500,46216.93000000,47954.63000000,46208.37000000,47722.65000000,19604.46325000,19604.46325000
2021-12-31,299806.59900000,308888.30425000,290626.27500000,294055.21712500,47120.88000000,48548.26000000,45678.00000000,46216.93000000,34937.99796000,34937.99796000
2021-12-30,295631.39925000,304763.75000000,292038.75000000,299806.53537500,46464.66000000,47900.00000000,45900.00000000,47120.87000000,30352.29569000,30352.29569000
2021-12-29,302497.04575000,306284.89650000,293292.09887500,295631.39925000,47543.74000000,48139.08000000,46096.99000000,46464.66000000,39498.87000000,39498.87000000
2021-12-28,322587.91200000,322604.51812500,301029.02612500,302497.04575000,50701.44000000,50704.05000000,47313.01000000,47543.74000000,45853.33924000,45853.33924000
2021-12-27,323058.99150000,331409.90000000,320981.76250000,322587.91200000,50775.48000000,52088.00000000,50449.00000000,50701.44000000,28783.57561000,28783.57561000
2021-12-26,320667.90037500,326269.00000000,314383.85000000,323059.05512500,50399.67000000,51280.00000000,49412.00000000,50775.49000000,22569.88914000,22569.88914000
2021-12-25,323342.18637500,325481.51337500,319030.51100000,320667.83675000,50819.99000000,51156.23000000,50142.32000000,50399.66000000,19135.51613000,19135.51613000
2021-12-24,323461.99225000,329641.12500000,320570.93587500,323342.25000000,50838.82000000,51810.00000000,50384.43000000,50820.00000000,31684.84269000,31684.84269000
2021-12-23,309142.23162500,326873.43750000,304893.67225000,323461.92862500,48588.17000000,51375.00000000,47920.42000000,50838.81000000,35192.54046000,35192.54046000
2021-12-22,311047.29137500,315428.12712500,308084.14787500,309142.16800000,48887.59000000,49576.13000000,48421.87000000,48588.16000000,27004.20220000,27004.20220000
2021-12-21,298491.40662500,313855.50800000,296683.37500000,311061.86150000,46914.17000000,49328.96000000,46630.00000000,48889.88000000,37713.92924000,37713.92924000
2021-12-20,297009.38950000,302457.78912500,289868.18312500,298491.34300000,46681.24000000,47537.57000000,45558.85000000,46914.16000000,35848.50609000,35848.50609000
2021-12-19,297984.31537500,307308.81362500,295263.96487500,297009.32587500,46834.47000000,48300.01000000,46406.91000000,46681.23000000,29305.70665000,29305.70665000
2021-12-18,293526.49337500,301533.95412500,289493.75000000,297984.37900000,46133.83000000,47392.37000000,45500.00000000,46834.48000000,25020.05271000,25020.05271000
2021-12-17,303061.01775000,305374.29550000,289213.80000000,293509.76000000,47632.38000000,47995.96000000,45456.00000000,46131.20000000,43104.48870000,43104.48870000
2021-12-16,310903.43525000,314539.28587500,302288.73750000,303061.01775000,48864.98000000,49436.43000000,47511.00000000,47632.38000000,31949.86739000,31949.86739000
2021-12-15,307543.84437500,314943.75000000,296155.28750000,310903.43525000,48336.95000000,49500.00000000,46547.00000000,48864.98000000,51629.18100000,51629.18100000
2021-12-14,297146.31050000,309856.35862500,294520.12500000,307584.11900000,46702.76000000,48700.41000000,46290.00000000,48343.28000000,39955.98445000,39955.98445000
2021-12-13,318467.93875000,319333.68412500,290592.87187500,297146.24687500,50053.90000000,50189.97000000,45672.75000000,46702.75000000,50869.52093000,50869.52093000
2021-12-12,314243.81137500,323068.66250000,309459.27500000,318467.93875000,49389.99000000,50777.00000000,48638.00000000,50053.90000000,26017.93421000,26017.93421000
2021-12-11,299931.68575000,314852.82987500,297453.23750000,314243.81137500,47140.54000000,49485.71000000,46751.00000000,49389.99000000,28889.19358000,28889.19358000
2021-12-10,302447.16375000,318920.31250000,298095.85000000,299931.68575000,47535.90000000,50125.00000000,46852.00000000,47140.54000000,44233.57391000,44233.57391000
2021-12-09,321122.94637500,323200.74800000,301073.50000000,302508.81637500,50471.19000000,50797.76000000,47320.00000000,47545.59000000,37692.68665000,37692.68665000
2021-12-08,321872.19437500,325760.00000000,309217.50000000,321122.94637500,50588.95000000,51200.00000000,48600.00000000,50471.19000000,38425.92466000,38425.92466000
2021-12-07,320936.65237500,330444.89962500,318377.84575000,321872.19437500,50441.91000000,51936.33000000,50039.74000000,50588.95000000,38253.46877000,38253.46877000
2021-12-06,314284.08600000,323794.68737500,299673.75000000,320936.71600000,49396.32000000,50891.11000000,47100.00000000,50441.92000000,58571.21575000,58571.21575000
2021-12-05,312732.52675000,316210.20562500,303664.37362500,314284.14962500,49152.46000000,49699.05000000,47727.21000000,49396.33000000,45580.82012000,45580.82012000
2021-12-04,341036.68062500,342678.52375000,267226.90875000,312732.59037500,53601.05000000,53859.10000000,42000.30000000,49152.47000000,114203.37374800,114203.37374800
2021-12-03,359381.10425000,366480.00000000,328814.00000000,341036.68062500,56484.26000000,57600.00000000,51680.00000000,53601.05000000,58927.69027000,58927.69027000
2021-12-02,363833.64537500,365051.42787500,354886.06162500,359356.16325000,57184.07000000,57375.47000000,55777.77000000,56480.34000000,37574.05976000,37574.05976000
2021-12-01,362347.93800000,375728.21187500,359214.08862500,363833.64537500,56950.56000000,59053.55000000,56458.01000000,57184.07000000,44956.63656000,44956.63656000
