date,prices,market_caps,total_volumes
2021-04-06,0.1308125476825963,93363302.2412307,5941991.773127649
2021-04-07,0.12060830722753536,86101436.33831218,5137017.522240285
2021-04-08,0.10815624240216615,77356988.77805232,3995299.1084311395
2021-04-09,0.12407948819868383,89025758.00100914,2424311.681758407
2021-04-10,0.1173793375029985,83946561.35892448,2157767.6036107256
2021-04-11,0.11496136188825909,82074450.78382833,1920314.700204908
2021-04-12,0.11794817338585599,84420335.51126766,2409251.230868826
2021-04-13,0.1091880848563674,77936941.02912301,2011519.6706206794
2021-04-14,0.10293094257296427,73468461.22020602,4387479.82260044
2021-04-15,0.1036384669992731,74096217.84409347,2551090.455329038
2021-04-16,0.1076239132771524,76788273.00871089,2205871.130429964
2021-04-17,0.10307710120527766,73626732.80167477,2395377.043684548
2021-04-18,0.10040062481485741,71881022.74109931,2683612.0649061915
2021-04-19,0.09059548695424709,64748261.43451398,2302813.2585656354
2021-04-20,0.08115243297087607,57926764.63443144,2516584.2860422535
2021-04-21,0.08290706149543627,59127678.544098794,1489644.5154244422
2021-04-22,0.07795179393222663,55727137.828977734,1555169.1872700844
2021-04-23,0.06906350331428034,49529393.45419465,1581011.0043267417
2021-04-24,0.0689225604088056,49112566.22892993,2182815.776649687
2021-04-25,0.06318810267183744,45193214.53898835,863757.8755614209
2021-04-26,0.061586409445279613,43960498.95259135,1367475.268920759
2021-04-27,0.07791066321561266,55612783.0723561,2206388.91182664
2021-04-28,0.07990368395507516,57038580.02098759,1850313.61625334
2021-04-29,0.08414158688893869,59998591.49785085,2733130.9001637995
2021-04-30,0.08653759559048849,61770704.195631996,3497023.246267638
2021-05-01,0.08951553001924648,63804804.330917984,2756344.6116712694
2021-05-02,0.09209499899456858,65783557.4207085,2042856.2700183894
2021-05-03,0.09980807271711431,71106130.17242551,4178909.8954688576
2021-05-04,0.09651662133569254,69269946.40522653,3555978.681104915
2021-05-05,0.08658018926584259,63567304.25144604,2330212.2654410824
2021-05-06,0.09672618945669392,69030098.99027796,1969237.155784455
2021-05-07,0.09508066150197199,68396586.09179628,2786282.589833983
2021-05-08,0.09345000302572208,66647291.31590419,2203976.899388447
2021-05-09,0.09289844081018327,66233509.53459131,1650427.8153645813
2021-05-10,0.08655582080930911,61783713.39230527,2437238.7023197487
2021-05-11,0.07939839626649302,56613239.46089746,1946802.6811409981
2021-05-12,0.08411241941322065,59778295.055706225,2205170.5984542975
2021-05-13,0.07402501943632678,55708393.65162785,2216580.604585085
2021-05-14,0.07142901520730516,50717567.05836278,1663843.1048470356
2021-05-15,0.07576169540270881,53275327.72882663,822125.2799256874
2021-05-16,0.06765120606331843,48360080.55565245,1136366.1024546062
2021-05-17,0.06642113852526596,47411537.981675275,1173956.8274824223
2021-05-18,0.060905727052751046,43497003.834332034,970969.7606664553
2021-05-19,0.06158905042920802,43870661.75028042,865995.5630462937
2021-05-20,0.04302225341053638,31350812.611340456,1980461.5018079167
2021-05-21,0.049044532053919745,35018744.12844945,850400.6472750796
2021-05-22,0.042378758357918614,30514235.78004952,817055.9599221159
2021-05-23,0.03987514983830196,28505595.150510855,780343.5057519876
2021-05-24,0.03294655091334746,23248183.01059633,797518.3209377243
2021-05-25,0.039095870830564386,27945797.682614025,712183.5259487047
2021-05-26,0.042999304536055945,30647332.510659162,712378.6621909535
2021-05-27,0.0440056575471746,31432129.917462174,710117.6252138162
2021-05-28,0.043518315046715245,31084692.08890722,531162.2616656785
2021-05-29,0.04030235873680991,28767902.123124804,1391558.5147510096
2021-05-30,0.037640442013783144,27027204.783516016,620819.9269350359
2021-05-31,0.04019143814411849,28595508.64910663,377406.39876621874
2021-06-01,0.0423053010106727,30228063.501958232,587659.3478541586
2021-06-02,0.04165126373441868,29890280.632655866,649663.1168281285
2021-06-03,0.04405523074942372,31446709.471462008,399141.2953521305
2021-06-04,0.04601870965016125,32854121.145968586,525785.7748817621
2021-06-05,0.042319621558595484,30235257.130358476,529542.1656937142
2021-06-06,0.03966636051947619,28135024.26454087,595653.0976353029
2021-06-07,0.04301159845440022,30701762.707630374,858309.3221120584
2021-06-08,0.038936878280662106,28000631.394309882,906110.4218687218
2021-06-09,0.03824796587951633,27389645.301200874,748462.1327115635
2021-06-10,0.04190570330344153,29894582.388818726,641583.6348562682
2021-06-11,0.039054845048092424,28343205.14571141,506581.65695976035
2021-06-12,0.03905384945926098,27947373.526654657,628970.7881720797
2021-06-13,0.03928433571006534,28041235.304844353,519860.25330641604
2021-06-14,0.04486462017240585,32024453.217228822,3459159.062986047
2021-06-15,0.044205123166211224,31493147.16867872,971853.058658956
2021-06-16,0.042148778452418566,30085880.11056015,611314.9354836798
2021-06-17,0.03921669896262376,27945842.47778757,394704.3122568228
2021-06-18,0.041964277649452195,30218184.010750115,620978.6677830282
2021-06-19,0.038084738596448314,27146187.55944472,518922.47333694075
2021-06-20,0.037873549342452205,27106344.550478425,250787.72319677763
2021-06-21,0.039441467345517144,28257266.13489517,503935.0181552179
2021-06-22,0.03132105972915102,22357033.407521185,645402.4295200875
2021-06-23,0.02952703898608749,20894315.655731983,575167.6549399679
2021-06-24,0.031805031619324894,22702493.48487763,331896.22348216316
2021-06-25,0.03222537547773402,23041012.87612256,316941.0024275834
2021-06-26,0.02943336213046706,20992765.196740568,327249.2455451096
2021-06-27,0.02801864358792529,19999762.33708534,378841.8845897363
2021-06-28,0.029691634692783155,21263692.266203817,438744.1325067471
2021-06-29,0.030010766263088625,21369586.04767804,435747.375851118
2021-06-30,0.032573834721679254,23256775.996590924,363260.00735278556
